url,character,full_description,clothing_description
https://dragonball.fandom.com/wiki,Eyre,"
[[File:Ea1.png|thumb|left|Ea's full appearance.]]
Eyre is a short, blue-skinned [[Core Person]] with a half-mohawk slicked to the left appearing from the front as a single large bang, oval eyes, red glasses, green potara, and wears a brown, yellow, pink, light and navy blue colored Supreme Kai outfit with white boots.

{{-}}

","a half-mohawk a single large bang, oval eyes, red glasses, green potara a brown, yellow, pink, light and navy blue colored Supreme Kai outfit with white boots"
https://dragonball.fandom.com/wiki,Kuru,"
Kuru is a tall Shinjin with orange skin, rather effeminate features, and a white mohawk. He wears a navy blue and yellow lined variation of the Supreme Kai outfit, with black pants, white boots, and green potara.

","a white mohawk the Supreme Kai outfit black pants, white boots, and green potara"
https://dragonball.fandom.com/wiki,Iru,"
Iru is a long faced, purple skinned Supreme Kai with large, half oval eyes and a tuff of white hair on the top of his head. He wears a white coat variant of the Supreme Kai uniform with red linning, blue clothing, a yellow belt with an orange underbelt.

","large, half oval eyes and a tuff of white hair on the top of his head white coat the Supreme Kai uniform with red linning, blue clothing, a yellow belt with an orange underbelt"
https://dragonball.fandom.com/wiki,Martinu,"
Martinu is an overweight female angel and her hair is slicked back. Like the other Angels, Martinu has light blue skin, a halo floating around her neck, violet eyes and white hair, which she has slicked back. She wears gray robes with a purple sash and carries a scepter.

",her hair violet eyes and white hair gray robes a purple sash a scepter
https://dragonball.fandom.com/wiki,Cukatail,"
Like all [[Angel]]s, Cukatail is a humanoid with bright blue skin and white hair, which in case points backwards. Cukatail is quite large in frame with a broad jawline and a rather muscular built. Cukatail wears a black cuirass with shoulder pads and Universe 5's symbols, over a dark teal tunic girded with a yellow sash. [[Angel Attendant's Staff|Cukatail's staff's]] shaft is purple in color.

",white hair a broad jawline and a rather muscular built a black cuirass with shoulder pads a dark teal tunic girded with a yellow sash Angel Attendant's Staff|Cukatail's staff's]]
https://dragonball.fandom.com/wiki,Salsa,"
Salsa is a pink-skinned demon sporting red hair, red eyes and red curved shadow trim. He wears a white handkerchief of sorts tucked into a blue-yellow shirt lined with gold, dark blue pants, and black boots. Over it all is a posh blue robe lined with gold, complete with a hood and dark blue [[Potara]] Earrings worn on the outside. Salsa's weapon of choice is a double-edged sword with a light blue orb adorned at the top of the blade.

After his Demon God powers were lost to him, Salsa grew taller, losing the trim on his eyes and growing more unruly hair than before. His outfit during the [[Universe Creation Saga]] consists of a black-colored upgrade to his original robe, with a spiked hem, longer ""ears"", and a red sash to match. He keeps his handkerchief and blue Potara on his new robe, however, as well as retaining his sword.

","red hair red eyes and red curved shadow a blue-yellow shirt lined with gold, dark blue pants, and black boots a posh blue robe lined with gold, complete with a hood and dark blue a double-edged sword with a light blue orb adorned at the top of the blade his eyes more unruly hair than before His outfit during the [[Universe Creation Saga his original robe a red sash to match his new robe his sword"
https://dragonball.fandom.com/wiki,Agu,"
Agu has light yellow skin with white hair and pointed ears. He has a round nose and his eyes are simple black dots. He wears green Supreme Kai robes with a purple shirt and red boots.

",white hair his eyes simple black dots green Supreme Kai robes a purple shirt and red boots
https://dragonball.fandom.com/wiki,Chamel,"
Chamel appears somewhat similar to a young version of [[Demigra]].

As an Earthling in ''World Mission'', Chamel has spiky black hair and wears a black Dragon Ball Heroes team jacket with a [[Capsule Corporation]] logo on the back, which acts as the team's official uniform.

",black hair a black Dragon Ball Heroes team jacket with a [[Capsule Corporation] the team's official uniform
https://dragonball.fandom.com/wiki,Kahseral,"
[[File:Kahseral_art.png|thumb|left|]]
Kahseral is a humanoid, resembling an [[Earthling]] in appearance. His skin has a tan hue and his head is shaved. Part of his face is cybernetic, including an ear, and he has a robotic eye which is red. He has a communication device attached to his other ear. Kahseral wears a red beret.

In the anime, he initially wears a sleeveless green tunic with gold trimmings and green armbands with gold trimmings. He also wears a belt with a silver buckle and dark pants. His boots are black and white. He has also been seen to put a pair of sunglasses at an occasion.

In the manga, he always wears the Pride Troopers' standard uniform, while in the anime he only wears it during the Tournament of Power.

",a communication device attached to his other ear a red beret a sleeveless green tunic with gold trimmings and green armbands gold trimmings a belt with a silver buckle and dark pants His boots sunglasses the Pride Troopers' standard uniform
https://dragonball.fandom.com/wiki,Korn,"
Korn is a tall humanoid with pale blue skin and white hair, just like the other Angels although he wears it short. He carries a long scepter with a gem that floats above it, he holds it in his left hand. Around his neck is a large light blue ring. His attire consists of brown robes, a black cuirass outlined in yellow, and a dark green sash.

",white hair a long scepter with a gem that floats above it a large light blue ring His attire brown robes a black cuirass a dark green sash
https://dragonball.fandom.com/wiki,Yurin,"
Yurin is a woman of average weight and height. She has dark green hair, which she keeps in the style of two big loops in the shape of a bow.

During her initial appearance, Yurin wears a blue Chinese dress (very similar to the one [[Chi-Chi]] once wore), with white flower buttons, and a pair of red high-heeled shoes.

Later on, she is given a martial arts uniform by Master Roshi, which consists of a short green one-shoulder dress with a white undershirt, long black wrist-guards, a yellow belt, a red student miniskirt and pair of red shoes.

After becoming Tien's student she wears the same uniform as his other students, a green gi marked with the symbol for ""ten"".

Yurin bears a facial resemblance to [[Pan]]'s appearance in ''[[Dragon Ball GT]]''.

","dark green hair, which she keeps in the style of two big loops in the shape of a bow a blue Chinese dress (very similar to the one [[Chi-Chi]] once wore), with white flower buttons, and a pair of red high-heeled shoes a martial arts uniform a short green one-shoulder dress with a white undershirt, long black wrist-guards, a yellow belt, a red student miniskirt and pair of red shoes the same uniform as his other students"
https://dragonball.fandom.com/wiki,Renso,"
Renso has black hair with a widow's peak, which he wears in a ponytail. He has a chinbeard and wears Japanese style clothing with the exception of his buckled belt. He also wears a dark blue tunic with a dark blue hakama and sandals. Over his tunic, he has a long brown jacket.

","black hair with a widow's peak, which he wears in a ponytail Japanese style clothing his buckled belt a dark blue tunic with a dark blue hakama and sandals his tunic a long brown jacket"
https://dragonball.fandom.com/wiki,Kale,"
Kale is a Saiyan girl with a slender frame and average height, slightly taller than Caulifla and Cabba. She has tanned skin with downcast eyes and grey irises. She has shaggy shoulder-length black hair normally worn in a high ponytail secured by a white hair-tie, while a bang hanging over the left side of her face. Her outfit consists of a red cropped shirt exposing her midriff matching her lower outfit—a red skirt with a brown belt attached along with a silver circular buckle and a pair of black compression shorts underneath. She wears a pair of golden boots with red tips, along with golden bracelets that cover her wrists and most of her forearms, and a pair of golden hoop earrings. In the anime, Kale wears red lipstick, in the original black and white version of the manga she does not appear to be wearing any, but in the digital coloured release, red lipstick is added onto the original drawings.

In the manga, she can be seen sporting a long robe with a hood when acting as a henchmen of Caulifla. The belt secured around her waist is similar to the one she wears in her usual outfit. She changes into her usual outfit when heading to Champa's planet.

",downcast eyes and shaggy shoulder-length black hair normally worn in a high ponytail secured by a white hair-tie Her outfit a red cropped shirt exposing her midriff matching her lower outfit—a red skirt with a brown belt attached along with a silver circular buckle and a pair of black compression shorts underneath golden boots with red tips golden bracelets that cover her wrists and most of her forearms golden hoop earrings red lipstick red lipstick a long robe a hood The belt her usual outfit her usual outfit
